Category,Description,Nutrient Data Bank Number,Data.Household Weights(Gram),Data.Household Weight Description
SPICES,"PEPPER,WHITE",2032,7.1,"1 tbsp, ground"
SPICES,CHILI POWDER,2009,7.5,1 tbsp
SPICES,"CINNAMON,GROUND",2010,7.85,1 tbsp
SPICES,GARLIC POWDER,2020,8.4,1 tbsp
SPINACH,"SPINACH,RAW",11457,30,1 cup
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",11463,156,1 cup
SPINACH,"SPINACH,CKD,BLD,DRND,WO/ SALT",11458,180,1 cup
SPINACH,"SPINACH,CKD,BLD,DRND,W/SALT",11854,180,1 cup
SPINACH,"SPINACH,CND,DRND SOL",11461,214,1 cup
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",11464,220,"1 package,  (10 oz) yields"
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",11856,220,"1 package,  (10 oz) yields"
SPINACH,"SPINACH,CND,REG PK,SOL&LIQUIDS",11459,234,1 cup
SPINACH,"SPINACH,CND,NO SALT,SOL&LIQUIDS",11855,234,1 cup
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",15228,163,1 lobster
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,RAW",15154,209,1 lobster
SPOT,"SPOT,COOKED,DRY HEAT",15216,50,1 fillet
SPOT,"SPOT,RAW",15103,64,1 fillet
SPREAD,"SANDWICH SPREAD,PORK,BEEF",7073,15,1 tbsp
SPREAD,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",4030,15.3,1 tablespoon
SPREAD,CHOCOLATE-FLAVORED HAZELNUT SPRD,19124,20,1 tablet
SPREAD,"MARGARINE-LIKE SPRD,(APPROXIMATELY 37% FAT),UNSPEC OILS",4128,232,1 cup
SQUAB,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",5162,101,"1 breast, bone removed"
SQUAB,"SQUAB,(PIGEON),MEAT ONLY,RAW",5161,251,"1 unit,  (yield from 1 lb ready-to-cook squab)"
SQUAB,"SQUAB,(PIGEON),MEAT&SKN,RAW",5160,297,"1 unit,  (yield from 1 lb ready-to-cook squab)"
SQUASH,"SQUASH,ZUCCHINI,BABY,RAW",11953,16,1 large
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",11860,90,".5 cup, slices"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT",11861,90,".5 cup, slices"
SQUASH,"SQUASH,WNTR,SPAGHETTI,RAW",11492,101,"1 cup, cubes"
SQUASH,"SQUASH,SMMR,ALL VAR,RAW",11641,113,"1 cup, sliced"
SQUASH,"SQUASH,WINTER,HUBBARD,RAW",11489,116,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ALL VAR,RAW",11643,116,"1 cup, cubes"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",11477,124,"1 cup, chopped"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",11467,130,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",11473,130,"1 cup, slices"
SQUASH,"SQUASH,SUMMER,SCALLOP,RAW",11475,130,"1 cup, slices"
SQUASH,"SQUASH,WINTER,ACORN,RAW",11482,140,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,BUTTERNUT,RAW",11485,140,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",11493,155,1 cup
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT",11870,155,1 cup
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,WO/SALT",11468,180,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",11478,180,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",11642,180,"1 cup, sliced"
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT",11857,180,"1 cup, slices"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",11858,180,"1 cup, slices"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT",11474,192,"1 cup, slices"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT",11859,192,"1 cup, slices"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",11483,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",11486,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT",11490,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",11644,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",11863,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,W/SALT",11864,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",11866,205,"1 cup, cubes"
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT",11868,205,"1 cup, cubes"
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",11471,210,"1 cup, diced"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",11480,223,1 cup
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT",11862,223,1 cup
SQUASH,"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",11481,227,1 cup
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",11491,236,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",11869,236,"1 cup, mashed"
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",11476,240,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",11488,240,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",11867,240,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",11484,245,"1 cup, mashed"
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT",11865,245,"1 cup, mashed"
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",11479,284,"1 package,  (10 oz)"
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",11487,340,"1 package,  (12 oz)"
SQUID,"SQUID,MIXED SPECIES,RAW",15175,28.35,"1 oz, boneless"
SQUID,"SQUID,MXD SP,CKD,FRIED",15176,85,3 oz
STRAWBERRIES,"STRAWBERRIES,RAW",9316,152,"1 cup,  halves"
STRAWBERRIES,"STRAWBERRIES,FRZ,UNSWTND",9318,221,"1 cup, thawed"
STRAWBERRIES,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",9317,254,1 cup
STRAWBERRIES,"STRAWBERRIES,FRZ,SWTND,WHL",9319,255,"1 cup, thawed"
STRAWBERRIES,"STRAWBERRIES,FRZ,SWTND,SLICED",9320,255,"1 cup, thawed"
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",14350,22,"1 serving,  (2-3 heaping tsp)"
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",14351,266,"1 cup,  (8 fl oz)"
STRUDEL,"STRUDEL,APPLE",18353,28.35,1 oz
STURGEON,"STURGEON,MXD SP,SMOKED",15106,28.35,1 oz
STURGEON,"STURGEON,MXD SP,RAW",15104,85,3 oz
STURGEON,"STURGEON,MXD SP,CKD,DRY HEAT",15105,136,"1 cup, cooked"
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",11501,156,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",11502,170,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT",11872,170,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",11496,192,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT",11871,192,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",11499,255,1 cup
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",11497,266,1 cup
SUCKER,"SUCKER,WHITE,CKD,DRY HEAT",15217,124,1 fillet
SUCKER,"SUCKER,WHITE,RAW",15107,159,1 fillet
SUGAR-APPLES,"SUGAR-APPLES,(SWEETSOP),RAW",9321,250,"1 cup,  pulp"
SUGARS,"SUGARS,POWDERED",19335,2.84,"1 serving, packet"
SUGARS,"SUGARS,MAPLE",19337,3.54,1 tsp
SUGARS,"SUGARS,GRANULATED",19334,220,"1 cup,  packed"
SUNFISH,"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",15218,37,1 fillet
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",15108,48,1 fillet
SWAMP CABBAGE,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",11503,56,"1 cup, chopped"
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",11504,98,"1 cup, chopped"
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,W/SALT",11873,98,"1 cup, chopped"
SWEET POTATO,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",11659,105,"1 piece,  (2-1/2"" x 2"" dia)"
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,W/ SALT",11875,114,"1 medium,  (2"" dia, 5"" long, raw)"
SWEET POTATO,"SWEET POTATO,RAW,UNPREP",11507,133,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,FRZ,UNPREP",11516,176,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",11517,176,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,W/ SALT",11877,176,"1 cup, cubes"
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,DRND SOL",11647,196,1 cup
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",11508,200,1 cup
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",11645,228,1 cup
SWEET POTATO,"SWEET POTATO,CND,MSHD",11514,255,1 cup
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN",11510,328,"1 cup, mashed"
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT",11876,328,"1 cup, mashed"
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,RAW",11505,35,"1 cup, chopped"
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT",11506,64,1 cup
SWEET ROLLS,"SWEET ROLLS,CHEESE",18354,28.35,1 oz
SWEET ROLLS,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",18355,28.35,1 oz
SWEET ROLLS,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG",18356,28.35,1 oz
SWEET ROLLS,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD",18357,28.35,1 oz
SWEETENERS,"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",19336,120,"1 cup, unsifted"
SWEETPOTATO,"SWEETPOTATO,CND,VACUUM PK",11512,255,"1 cup, mashed"
SWORDFISH,"SWORDFISH,COOKED,DRY HEAT",15111,106,1 piece
SWORDFISH,"SWORDFISH,RAW",15110,136,"1 piece,  (4-1/2"" x 2-1/8"" x 7/8"")"
SYRUPS,"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",19340,3,1 tsp
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",19719,20,1 tbsp
SYRUPS,"SYRUPS,CHOC,FUDGE-TYPE",19345,35,2 tbsp
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",19359,47.1,"1 serving, 1.66 oz bar"
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",19112,71,"2.5 oz, 2.5 oz"
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",19127,180,1 cup
SYRUPS,"SYRUPS,TABLE BLENDS,PANCAKE",19128,240,1 cup
SYRUPS,"SYRUPS,CORN,DK",19348,304,1 cup
SYRUPS,"SYRUPS,MALT",19351,310,1 cup
SYRUPS,"SYRUPS,TABLE BLENDS,CANE&15% MAPLE",19360,315,1 cup
SYRUPS,"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",19361,315,1 cup
SYRUPS,"SYRUPS,SORGHUM",19353,322.45,1 cup
SYRUPS,"SYRUPS,CORN,LT",19349,328,1 cup
SYRUPS,"SYRUPS,CORN,HIGH-FRUCTOSE",19350,340.55,1 cup
SYRUPS,"SYRUPS,MAPLE",19352,384,1 cup
TACO SHELLS,"TACO SHELLS, BAKED",18358,28.35,1 oz
TACO SHELLS,"TACO SHELLS,BKD,WO/ SALT",18447,28.35,1 oz
TAMARINDS,"TAMARINDS,RAW",9322,120,"1 cup,  pulp"
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",9383,189,1 cup
TANGERINES,"TANGERINES,(MANDARIN ORANGES),RAW",9218,195,"1 cup, sections"
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",9219,249,1 cup
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",9220,252,1 cup
TAPIOCA,"TAPIOCA,PEARL,DRY",20067,192,1 cup
TARO,"TARO,RAW",11518,104,"1 cup, sliced"
TARO,"TARO,TAHITIAN,RAW",11525,125,"1 cup, slices"
TARO,"TARO,COOKED,WITHOUT SALT",11519,132,"1 cup, sliced"
TARO,"TARO,COOKED,WITH SALT",11878,132,"1 cup, slices"
TARO,"TARO,TAHITIAN,CKD,WO/SALT",11526,137,"1 cup, slices"
TARO,"TARO,TAHITIAN,CKD,W/SALT",11881,137,"1 cup, slices"
TARO,"TARO,SHOOTS,CKD,W/SALT",11880,140,"1 cup, slices"
TARO,"TARO,LEAVES,CKD,STMD,W/SALT",11879,145,1 cup
TARO LEAVES,"TARO LEAVES,RAW",11520,28,1 cup
TARO LEAVES,"TARO LEAVES,CKD,STMD,WO/SALT",11521,145,1 cup
TARO SHOOTS,"TARO SHOOTS,RAW",11522,43,".5 cup, slices"
TARO SHOOTS,"TARO SHOOTS,CKD,WO/SALT",11523,140,"1 cup, slices"
TEA,"TEA,INST,UNSWTND,PDR,DECAFFEINATED",14353,0.7,"1 serving,  2 tsp"
TEA,"TEA,INST,UNSWTND,PDR",14366,0.7,"1 serving,  1 tsp"
TEA,"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",14368,1.4,"1 tsp,  rounded"
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",14356,1.6,2 tsp
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",14375,1.6,2 tsp
TEA,"TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED",14352,29.6,1 fl oz
TEA,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",14381,29.6,1 fl oz
TEA,"TEA,BREWED,PREP W/DISTILLED H2O",14544,29.6,1 fl oz
TEA,"TEA,HERB,CHAMOMILE,BREWED",14545,29.6,1 fl oz
TEA,"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",14476,30.58,1 fl oz
TEA,"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",14475,30.63,1 fl oz
TEA,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",14357,182,1 cup
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",14370,182,1 cup
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",14548,182,1 cup
TEA,"TEA,BREWED,PREP W/TAP H2O",14355,237,"1 cup,  (8 fl oz)"
TEA,"TEA,INST,UNSWTND,PDR,PREP",14367,237.7,"1 serving, 8 fl oz cup"
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP",14376,238.22,"1 serving, 8 fl oz cup"
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",14371,259,"1 cup,  (8 fl oz)"
TEFF,"TEFF,CKD",20142,193.08,1 cup
TEFF,"TEFF,UNCKD",20141,193.5,1 cup
TILEFISH,"TILEFISH,COOKED,DRY HEAT",15113,150,.5 fillet
TILEFISH,"TILEFISH,RAW",15112,193,.5 fillet
TOASTER PASTRIES,"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",18360,28.35,1 oz
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT",18361,28.35,1 oz
TOASTER PASTRIES,"TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)",18936,38.32,1 pancake
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",18478,50,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",18479,50,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",18475,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",18476,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",18477,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",18480,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",18481,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",18482,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD GRAPE",18483,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",18484,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",18486,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",18487,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",18488,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",18489,52,1 pastry
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)",18938,55.31,1 pastry
TOFU,"TOFU,SALTED&FERMENTED (FUYU)",16132,11,1 block
TOFU,"TOFU,FRIED,PREP W/CA SULFATE",16429,13,1 piece
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU)",16128,17,1 piece
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",16428,17,1 piece
TOFU,"TOFU,FRIED",16129,28.35,1 oz
TOFU,"TOFU,EX FIRM,PREP W/NIGARI",16159,91,.2 block
TOFU,"TOFU,OKARA",16130,122,1 cup
TOFU,"TOFU,RAW,REG,PREP W/CA SULFATE",16427,124,.5 cup
TOFU,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",16126,126,.5 cup
TOFU,"TOFU,RAW,FIRM,PREP W/CA SULFATE",16426,126,.5 cup
TOFU,"HUMMUS,COMMERCIAL",16158,246,1 cup
TOFU,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",16127,248,"1 cup,  (1/2"" cubes)"
TOFU,"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",16424,255,1 cup
TOMATILLOS,"TOMATILLOS,RAW",11954,34,1 medium
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",11555,122,.5 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,W/SALT",11887,131,.5 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",11559,244,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",11649,244,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU",11549,245,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",11551,245,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS",11553,245,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,WO/SALT",11547,250,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",11557,250,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,W/SALT",11888,250,1 cup
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",11546,262,1 cup
TOMATOES,"TOMATOES,SUN-DRIED",11955,54,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CKD,STWD",11660,101,1 cup
TOMATOES,"TOMATOES,SUN-DRIED,PACKED IN OIL,DRND",11956,110,1 cup
TOMATOES,"TOMATOES,YELLOW,RAW",11696,139,"1 cup, chopped"
TOMATOES,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",11529,149,"1 cup,  cherry tomatoes"
TOMATOES,"TOMATOES,ORANGE,RAW",11695,158,"1 cup, chopped"
TOMATOES,"TOMATOES,GREEN,RAW",11527,180,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CKD",11530,240,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",11531,240,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CKD,W/ SALT",11884,240,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",11885,240,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",11537,241,1 cup
TOMATOES,"TOMATOES,RED,RIPE,CND,STWD",11533,255,1 cup
TOPPINGS,"TOPPINGS,PINEAPPLE",19365,28.35,1 oz
TOPPINGS,"TOPPINGS,STRAWBERRY",19136,39,"1 bar, 1.4 oz"
TOPPINGS,"TOPPINGS,MARSHMLLW CRM",19364,41,2 tbsp
TOPPINGS,"TOPPINGS,BUTTERSCOTCH OR CARAMEL",19363,61.5,"1 serving, 2.1 oz bag"
TOPPINGS,"TOPPINGS,NUTS IN SYRUP",19366,340,1 cup
TORTILLA CHIPS,"TORTILLA CHIPS,PLAIN",19053,9,1 cake
TORTILLA CHIPS,"TORTILLA CHIPS,LOFAT,UNSALTED",19823,28.35,1 oz
TORTILLAS,"TORTILLAS,RTB OR -FRY,FLR",18363,18.55,1 enchilada
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN",18362,28.35,1 oz
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",18448,28.35,1 oz
TORTILLAS,"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",18449,28.35,1 oz
TRAIL MIX,"TRAIL MIX,REG,UNSALTED",19820,28.35,1 oz
TRAIL MIX,"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",19821,150,1 cup
TREE FERN,"TREE FERN,CKD,W/SALT",11928,31,"1 frond,  (6-1/2"" long)"
TROUT,"TROUT,MXD SP,CKD,DRY HEAT",15219,62,1 fillet
TROUT,"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",15241,71,1 fillet
TROUT,"TROUT,MIXED SPECIES,RAW",15114,79,1 fillet
TROUT,"TROUT,RAINBOW,FARMED,RAW",15240,79,1 fillet
TROUT,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",15116,143,1 fillet
TROUT,"TROUT,RAINBOW,WILD,RAW",15115,159,1 fillet
TUNA,"TUNA,FRESH,YELLOWFIN,RAW",15127,28.35,"1 oz, boneless"
TUNA,"TUNA,FRESH,BLUEFIN,RAW",15117,85,3 oz
TUNA,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",15118,85,3 oz
TUNA,"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",15221,85,3 oz
TUNA,"TUNA,LT,CND IN OIL,DRND SOL",15119,146,"1 cup, solid or chunks"
TUNA,"TUNA,LT,CND IN H2O,DRND SOL",15121,154,"1 cup, solid or chunks"
TUNA,"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",15220,154,.5 fillet
TUNA,"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",15184,165,1 can
TUNA,"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",15183,171,1 can
TUNA,"TUNA,WHITE,CND IN H2O,DRND SOL",15126,172,1 can
TUNA,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",15186,172,1 can
TUNA,"TUNA,WHITE,CND IN OIL,DRND SOL",15124,178,1 can
TUNA,"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",15185,178,1 can
TUNA,"TUNA,FRESH,SKIPJACK,RAW",15123,198,.5 fillet
TURBOT,"TURBOT,EUROPEAN,CKD,DRY HEAT",15222,159,.5 fillet
TURBOT,"TURBOT,EUROPEAN,RAW",15129,204,.5 fillet
TURKEY,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD",5180,10,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",5179,12,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,GIBLETS,RAW",5171,16,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,CKD,RSTD",5228,17,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",5176,20.71,1 heart
TURKEY,"TURKEY,YOUNG TOM,WING,MEAT&SKN,CKD,RSTD",5276,21,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
