Category,Description,Data.Household Weights(Gram),Data.Household Weight Description
BANANAS,"BANANAS,DEHYD,OR BANANA PDR",100.0,1 cup
BANANAS,"BANANAS,RAW",225.0,"1 cup, mashed"
BARLEY,"BARLEY,HULLED",128.0,1 cup
BARLEY,"BARLEY,PEARLED,RAW",184.0,1 cup
BARLEY,"BARLEY,PEARLED,COOKED",200.0,1 cup
BASS,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",62.0,1 fillet
BASS,"BASS,FRSH H2O,MXD SP,RAW",79.0,1 fillet
BASS,"BASS,STRIPED,CKD,DRY HEAT",124.0,1 fillet
BASS,"BASS,STRIPED,RAW",159.0,1 fillet
BEANS,SILK HAZELNUT CREAMER,15.0,1 tbsp
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",68.0,.5 cup
BEANS,"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",104.0,1 cup
BEANS,"BEANS,SNAP,GREEN,RAW",110.0,1 cup
BEANS,"BEANS,SNAP,YELLOW,RAW",110.0,1 cup
BEANS,"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED",111.01,1 cup
BEANS,"BEANS,SNAP,CND,ALL STYLES,SEASONED,SOL&LIQUIDS",114.0,.5 cup
BEANS,"BEANS,SNAP,GRN VAR,CND,REG PK,SOL&LIQUIDS",120.0,.5 cup
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",120.0,.5 cup
BEANS,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",120.0,.5 cup
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",120.0,.5 cup
BEANS,"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP",121.02,1 cup
BEANS,"BEANS,LIMA,IMMAT SEEDS,CND,REG PK,SOL&LIQUIDS",124.0,.5 cup
BEANS,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",124.0,1 cup
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,WO/SALT",125.0,1 cup
BEANS,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",125.0,1 cup
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",125.0,1 cup
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",125.0,1 cup
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",125.0,1 cup
BEANS,"BEANS,FAVA,IN POD,RAW",126.0,1 cup
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT",135.0,1 cup
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",135.0,1 cup
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",135.0,1 cup
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",135.0,1 cup
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",135.0,1 cup
BEANS,"BEANS,SNAP,YEL,CND,REG PK,DRND SOL",135.0,1 cup
BEANS,"BEANS,LIQ FROM STWD KIDNEY BNS",140.0,1 cup
BEANS,"BEANS,CHILI,BARBECUE,RANCH STYLE,CKD",143.0,1 large
BEANS,"BEANS,SNAP,GRN,CND,REG PK,DRND SOL",156.0,1 cup
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",169.0,1 cup
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",171.0,1 cup
BEANS,"BEANS,WINGED,MATURE SEEDS,CKD,BLD,WO/SALT",172.0,1 cup
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",172.0,1 cup
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",177.0,1 cup
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",177.0,1 cup
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",179.0,1 cup
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",182.0,1 cup
BEANS,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW",184.0,1 cup
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,W/SALT",185.0,1 cup
BEANS,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",230.0,1 cup
BEANS,"BEANS,SHELLIE,CND,SOL & LIQUIDS",245.0,1 cup
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP",284.0,"1 package,  (10 oz)"
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",284.0,"1 package,  (10 oz) yields"
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",284.0,"1 package,  (10 oz) yields"
BEECHNUTS,"BEECHNUTS,DRIED",28.35,1 oz
BEEF,"BEEF,CURED,DRIED",28.0,10 slices
BEEF,"BEEF,CARCASS,LN&FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,CARCASS,LN&FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RTL CUTS,FAT,RAW",28.35,1 oz
BEEF,"BEEF,RTL CUTS,FAT,CKD",28.35,1 oz
BEEF,"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,FLANK,LN,0"" FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",28.35,1 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",28.35,1 oz
BEEF,"BEEF,CURED,CORNED BF,BRISKET,RAW",28.35,1 oz
BEEF,"BEEF,CURED,CORNED BF,CND",28.35,1 oz
BEEF,"BEEF,CURED,LUNCHEON MEAT,JELLIED",28.35,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)"
BEEF,"BEEF,CURED,SMOKED,CHOPD BF",28.35,"1 slice,  (1 oz)"
BEEF,"BEEF,CURED,THIN-SLICED BF",28.35,1 oz
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",28.35,1 oz
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,SEL,RAW",28.35,1 oz
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW",28.35,1 oz
BEEF,"BEEF,TOP SIRLOIN,LN&FAT,1/8""FAT,CHOIC,RAW",28.35,1 oz
BEEF,"BEEF,CURED,BRKFST STRIPS,CKD",34.0,3 slices
BEEF,"BEEF,CURED,SAUSAGE,CKD,SMOKED",43.0,1 sausage
BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",67.94,1 slice
BEEF,"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD",68.0,3 slices
BEEF,"BEEF,CURED,PASTRAMI",71.0,"1 package, 2.5 oz"
BEEF,"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",81.5,1 slice
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",85.0,3 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",85.0,3 oz
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",85.0,3 oz
BEEF,"BEEF,TENDERLOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",85.0,"3 oz,  ( 1serving )"
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN, 0"" FAT,USDA CHOIC,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN ONLY,0"" FAT,USDA SEL,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,USDA CHOIC,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN, 0"" FAT,USDA SEL,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",85.0,"1 serving,  (3 oz )"
BEEF,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",85.0,"1 serving,  ( 3 oz )"
BEEF,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",85.0,1 serving
BEEF,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",85.0,1 serving
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,TENDERLOIN,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",85.0,3 oz
BEEF,"BEEF,CHUCK,CLOD RST,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,RSTD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD RST,LN ONLY,TO 0"" FAT,USDA SEL,CKD,RSTD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,BRSD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,USDA SEL,CKD,BRSD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,USDA CHOIC,CKD,BRLD",85.0,"3 oz,  (1 serving)"
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,USDA SEL,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,USDA SEL,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,PLATE,OUTSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",85.0,"3 oz,  ( 1 serving )"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",87.0,"1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 135 g)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",108.22,"1 steak,  (yield from 136 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,SEL,CKD,BRLD",108.22,"1 steak,  (yield from 136 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,SEL,CKD,BRLD",119.47,"1 steak,  (yield from 1 raw steak weighing 151g)"
BEEF,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",121.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",125.77,"1 steak,  (yield from 161 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,CHOIC,CKD,BRLD",125.77,"1 steak,  (yield from 161 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",140.47,"1 steak,  (yield from 181 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,SEL,RAW",149.28,"1 steak,  (yield from 1 raw steak weighing149g)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",150.0,"1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 223 g)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN & FAT,0"" FAT,SEL,CKD,BRLD",150.45,"1 steak,  (yield from 186 g raw meat)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,SEL,CKD,BRLD",150.45,"1 steak,  (yield from 186 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,ALL GRDS,RAW",163.57,1 steak
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",164.34,"1 steak,  (yield from 203 g raw meat)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,CHOIC,CKD,BRLD",164.34,"1 steak,  (yield from 203 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,CHOIC,RAW",176.56,1 steak
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,BRSD",178.74,"1 steak,  (yield from 281 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,SEL,CKD,BRSD",178.74,"1 steak,  (yield from 281 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",184.99,"1 steak,  (yield from 290 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,BRSD",184.99,"1 steak,  (yield from 290 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",191.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,CHOIC,CKD,BRSD",191.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",191.24,"1 steak,  (yield from 299 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,BRSD",191.24,"1 steak,  (yield from 299 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,SEL,CKD,BRSD",194.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,SEL,CKD,BRLD",204.03,"1 steak,  (yield from raw steak weighing 248 g)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,CHOIC,CKD,RSTD",207.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",214.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",214.16,1 steak
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD",217.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",220.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",220.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",221.09,"1 steak,  (yield from 270 g raw meat)"
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",222.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",225.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,BTTM RND,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",226.26,"1 steak,  (yield from raw steak weighing 340g)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",226.87,"1 steak,  (yield from 341 g raw meat)"
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",230.7,1 steak
BEEF,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD",230.7,"1 steak,  (yield from 294 g raw meat)"
BEEF,"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",232.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",233.34,"1 steak,  (yield from 233 g raw meat)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",233.34,"1 steak,  (yield from 296 g raw meat)"
BEEF,"BEEF,RIBEYE,SML END(RIBS 10-12),LN&FAT,0"",ALL GRDS,CKD,BRLD",233.34,"1 steak,  (yield from 295 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,SEL,CKD,BRSD",235.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",235.97,"1 steak,  (yield from 297g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,CHOIC,CKD,BRSD",238.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",240.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",242.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",244.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",245.2,"1 steak,  (yield from 1 raw steak weighing 321g)"
BEEF,"BEEF,FLANK,LN,0"" FAT,CHOIC,CKD,BRSD",246.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",247.04,"1 steak,  (yield from 388 g raw meat)"
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",255.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",255.81,"1 steak,  (yield from 320 g raw meat)"
