Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights(Gram),Data.Household Weight Description,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
AMARANTH LEAVES,AMARANTH LEAVES COOKED BOILED DRND WITH SALT,11700,0,2.11,0,0,4.11,0,0,0,21,0,0,0.861,0.559,0.062,2.11,0,0,0.134,0.9,0,0.02,91.49,0.041,0.08,0.05,0.18,132,1 cup,209,0.158,2.26,55,72,641,257,0.88,2770,139,0,0.177,41.1,0,0
ANCHOVY,ANCHOVY EUROPEAN CANNED IN OIL DRND SOL,15002,0,11.1,0,0,0,85,85,0,210,0,0,0.1,19.903,0.909,28.89,0,12,0.363,68.1,0,0.078,50.3,3.77,2.562,2.203,9.71,28.35,1 oz  boneless,232,0.339,4.63,69,252,544,3668,2.44,40,12,0.88,0.203,0,3.33,12.1
ANCHOVY,ANCHOVY EUROPEAN RAW,15001,0,1.44,0,0,0,60,0,0,131,0,0,0.07,14.024,0.645,20.35,0,15,0.256,36.5,0,0.055,73.37,1.182,1.637,1.282,4.84,85,3 oz,147,0.211,3.25,41,174,383,104,1.72,50,15,0.62,0.143,0,0.57,0.1
APPLES,APPLES DEHYD (LO MOIST) SULFURED UNCOOKED,9009,0,1.57,35,27,93.53,0,23,12.39999962,346,25,0,0.128,0.68,0.432,1.32,0,0,0.13,1.8,81.12999725,0.046,3,0.024,0.171,0.095,0.58,60,1 cup,19,0.271,2,22,55,640,124,0.29,81,4,0,0.28,2.2,0.75,4.3
APPLES,APPLES DRIED SULFURED UNCOOKED,9011,0,1.1,0,0,65.89,0,18,8.699999809,243,18,0,0.09,0.927,0.245,0.93,0,0,0.159,1.3,57.18999863,0,31.76,0.013,0.093,0.052,0.32,86,1 cup,14,0.191,1.4,16,38,450,87,0.2,0,0,0,0.125,3.9,0.53,3
APPLES,APPLES RAW WITHOUT  SKIN,9004,0,0.17,17,13,12.76,0,3,1.299999952,48,18,0,0.038,0.091,0.071,0.27,23,0,0.028,0,10.10000038,0.019,86.67,0.005,0.037,0.021,0.13,110,1 cup  slices,5,0.031,0.07,4,11,90,0,0.05,38,2,0,0.037,4,0.05,0.6
APPLES,APPLES RAW WITH SKIN,9003,0,0.19,27,11,13.81,0,3,2.400000095,52,29,0,0.035,0.091,0.061,0.26,10,0,0.026,0,10.39000034,0.017,85.56,0.007,0.051,0.028,0.17,125,1 cup  quartered or chopped,6,0.027,0.12,5,11,107,1,0.04,54,3,0,0.041,4.6,0.18,2.2
APPLES,APPLES RAW WITHOUT  SKIN COOKED MICROWAVE,9006,0,0.26,17,13,14.41,0,3,2.799999952,56,21,0,0.142,0.061,0.046,0.28,0,0,0.011,0.3,11.60999966,0.017,84.63,0.017,0.122,0.068,0.42,170,1 cup  slices,5,0.046,0.17,3,8,93,1,0.04,40,2,0,0.046,0.3,0.05,0.7
APPLES,APPLES RAW WITHOUT SKIN COOKED BOILED,9005,0,0.28,19,14,13.64,0,3,2.400000095,53,19,0,0.118,0.095,0.046,0.26,0,0,0.012,0.3,11.01000023,0.016,85.47,0.014,0.104,0.058,0.36,171,1 cup  slices,5,0.035,0.19,3,8,88,1,0.04,44,2,0,0.044,0.2,0.05,0.6
APPLES,APPLES FROZEN UNSWEETENED UNHTD,9014,0,0.24,0,0,12.31,0,0,1.899999976,48,0,0,0.169,0.042,0.054,0.28,0,0,0.011,0.2,0,0.013,86.85,0.013,0.095,0.053,0.32,173,1 cup  slices,4,0.058,0.18,3,8,77,3,0.05,34,2,0,0.034,0.1,0,0
APPLES,APPLES DEHYD (LO MOIST) SULFURED SWEETENED,9010,0,0.33,0,0,19.91,0,0,2.599999905,74,0,0,0.027,0.14,0.08,0.28,0,0,0.029,0.4,0,0.008,79.36,0.005,0.036,0.02,0.12,193,1 cup,4,0.058,0.43,5,12,136,26,0.06,19,1,0,0.054,0.6,0,0
APPLES,APPLES CANNED SWEETENED SLICED DRND UNHTD,9007,0,0.27,22,17,16.7,0,3,1.700000048,67,18,0,0.153,0.073,0.031,0.18,0,0,0.01,0.3,15,0.009,82.36,0.02,0.144,0.08,0.49,204,1 cup  slices,4,0.053,0.23,2,5,68,3,0.03,51,3,0,0.044,0.4,0.21,0.6
APPLES,APPLES CANNED SWEETENED SLICED DRND HTD,9008,0,0.27,24,18,16.84,0,3,2,67,18,0,0.165,0.081,0.032,0.18,0,0,0.01,0.3,14.84000015,0.009,82.28,0.017,0.126,0.07,0.43,204,1 cup  slices,4,0.051,0.24,3,6,70,3,0.05,56,3,0,0.044,0.2,0.21,0.6
APPLES,APPLES FROZEN UNSWEETENED HTD,9015,0,0.23,0,0,12,0,0,1.899999976,47,0,0,0.146,0.043,0.057,0.29,0,0,0.011,0.2,0,0.014,87.16,0.013,0.095,0.053,0.33,206,1 cup  slices,5,0.065,0.19,3,8,76,3,0.05,20,1,0,0.032,0.4,0,0
APPLES,APPLES DRIED SULFURED SWEETENED WITHOUT  SUGAR,9012,0,0.26,7,6,15.32,0,4,2,57,4,0,0.021,0.129,0.057,0.22,0,0,0.019,0.3,13.31999969,0.006,84.13,0.003,0.022,0.012,0.07,255,1 cup,3,0.044,0.33,4,9,105,20,0.05,17,1,0,0.05,1,0.12,0.7
APPLES,APPLES DRIED SULFURED SWEETENED WITH  SUGAR,9013,0,0.24,0,0,20.73,0,0,1.899999976,83,0,0,0.02,0.121,0.054,0.2,0,0,0.018,0,0,0.006,78.76,0.003,0.02,0.011,0.07,280,1 cup,3,0.042,0.31,3,8,98,19,0.04,16,1,0,0.047,0.9,0,0
APPLESAUCE,APPLESAUCE CANNED UNSWEETENED WITHOUT ADDED VIT C (INCLUDES USDA COMMOD),9019,0,0.24,13,9,11.27,0,2,1.100000024,42,18,0,0.025,0.084,0.041,0.17,0,0,0.03,0.3,9.390000343,0.026,88.22,0.002,0.014,0.008,0.1,243.79,1 cup,4,0.027,0.23,3,5,74,2,0.03,29,1,0,0.027,1,0.16,0.5
APPLESAUCE,APPLESAUCE CANNED SWEETENED WITHOUT  SALT (INCLUDES USDA COMMODITY),9020,0,0.21,3,2,17.49,0,3,1.200000048,68,18,0,0.03,0.072,0.044,0.16,0,0,0.022,0.3,14.67000008,0.017,81.98,0.007,0.054,0.03,0.17,245.5,1 cup,3,0.032,0.12,3,6,75,2,0.03,6,0,0,0.027,1.7,0.18,0.6
APRICOT NECTAR,APRICOT NECTAR CANNED WITHOUT  VIT C,9036,0,0.29,786,7,14.39,0,1,0.600000024,56,14,0,0.032,0.26,0.096,0.37,0,0,0.014,0,13.78999996,0.009,84.87,0.038,0.017,0.006,0.09,251,1 cup,7,0.073,0.38,5,9,114,3,0.09,1316,66,0,0.022,0.6,0.31,1.2
APRICOTS,APRICOTS DEHYD (LOW-MOISTURE) SULFURED UNCOOKED,9030,0,4.09,0,0,82.89,0,0,0,320,0,0,0.369,3.58,1.067,4.9,0,0,0.148,0,0,0.043,7.5,0.268,0.121,0.043,0.62,119,1 cup,61,0.576,6.31,63,157,1850,13,1,12669,633,0,0.52,9.5,0,0
APRICOTS,APRICOTS DRIED SULFURED UNCOOKED,9032,0,2.57,2163,0,62.64,0,14,7.300000191,241,0,0,0.235,2.589,0.516,3.39,0,0,0.074,2.2,53.43999863,0.015,30.89,0.074,0.074,0.017,0.51,130,1 cup   halves,55,0.343,2.66,32,71,1162,10,0.39,3604,180,0,0.143,1,4.33,3.1
APRICOTS,APRICOTS RAW,9021,19,0.75,1094,104,11.12,0,3,2,48,89,0,0.077,0.6,0.24,1.4,7,0,0.04,0.1,9.239999771,0.03,86.35,0.17,0.077,0.027,0.39,155,1 cup   halves,13,0.078,0.39,10,23,259,1,0.2,1926,96,0,0.054,10,0.89,3.3
APRICOTS,APRICOTS CANNED HVY SYRUP DRND,9357,0,0.38,1746,16,21.31,0,3,2.700000048,83,39,0,0,0.376,0,0.64,0,0,0.024,0.1,18.64999962,0.021,77.56,0.045,0.021,0.007,0.11,219,1 cup   halves,10,0.097,0.3,7,13,143,4,0.11,2924,146,0,0.055,3.1,0.89,3.3
APRICOTS,APRICOTS CANNED H2O PK WITHOUT SKIN SOL&LIQUIDS,9023,0,0.38,0,0,5.48,0,0,1.100000024,22,0,0,0.053,0.437,0.092,0.69,6,0,0.024,0,0,0.02,93.43,0.013,0.006,0.002,0.03,227,1 cup  whole  WITHOUT  pits,8,0.068,0.54,9,16,154,11,0.11,1810,91,0,0.054,1.8,0,0
APRICOTS,APRICOTS FROZEN SWEETENED,9035,0,0.8,0,0,25.1,0,0,2.200000048,98,0,0,0.05,0.8,0.2,0.7,0,0,0.04,0.4,0,0.02,73.3,0.044,0.02,0.007,0.1,242,1 cup,10,0.064,0.9,9,19,229,4,0.1,1680,84,0,0.06,9,0,0
APRICOTS,APRICOTS CANNED H2O PK WITH SKIN SOL&LIQUIDS,9022,0,0.38,1170,11,6.39,0,2,1.600000024,27,26,0,0.053,0.395,0.092,0.71,0,0,0.023,0.1,4.789999962,0.021,92.36,0.069,0.031,0.011,0.16,243,1 cup   halves,8,0.082,0.32,7,13,192,3,0.11,1959,98,0,0.054,3.4,0.6,2.2
APRICOTS,APRICOTS CANNED JUC PK WITH SKIN SOL&LIQUIDS,9024,0,0.37,1010,10,12.34,0,2,1.600000024,48,26,0,0.052,0.344,0.092,0.63,0,0,0.019,0.1,10.73999977,0.018,86.62,0.017,0.007,0.003,0.04,244,1 cup   halves,12,0.054,0.3,10,20,165,4,0.11,1691,85,0,0.054,4.9,0.6,2.2
APRICOTS,APRICOTS CANNED EX HVY SYRUP PK WITHOUT SKIN SOL&LIQUIDS,9029,0,0.23,0,0,24.85,0,0,1.600000024,96,0,0,0.05,0.34,0.092,0.55,6,0,0.022,0,0,0.016,74.33,0.017,0.008,0.003,0.04,246,1 cup  whole  WITHOUT  pits,8,0.064,0.62,8,15,126,13,0.1,1471,74,0,0.054,2.4,0,0
APRICOTS,APRICOTS CANNED EX LT SYRUP PK WITH SKIN SOL&LIQUIDS,9025,0,0.5,0,0,12.5,0,0,1.600000024,49,0,0,0.052,0.6,0.092,0.6,0,0,0.02,0,0,0.02,86.3,0.043,0.02,0.007,0.1,247,1 cup   halves,10,0.04,0.3,6,12,140,2,0.08,1271,64,0,0.054,4,0,0
APRICOTS,APRICOTS DEHYD (LOW-MOISTURE) SULFURED SWEETENED,9031,0,1.61,0,0,32.62,0,0,0,126,0,0,0.145,1.63,0.468,1.93,0,0,0.067,0,0,0.013,63.6,0.105,0.047,0.017,0.24,249,1 cup,24,0.227,2.48,25,62,728,5,0.39,4407,220,0,0.161,7.1,0,0
APRICOTS,APRICOTS DRIED SULFURED SWEETENED WITHOUT  SUGAR,9033,0,0.91,765,0,22.15,0,5,2.599999905,85,0,0,0.083,0.915,0.211,1.2,0,0,0.026,0.8,19.56999969,0.005,75.56,0.026,0.026,0.006,0.18,250,1 cup   halves,19,0.121,0.94,11,25,411,4,0.14,1275,64,0,0.051,0.3,1.53,1.1
APRICOTS,APRICOTS CANNED LT SYRUP PK WITH SKIN SOL&LIQUIDS,9026,0,0.37,789,7,16.49,0,2,1.600000024,63,26,0,0.052,0.304,0.092,0.53,0,0,0.02,0.1,14.89000034,0.016,82.56,0.021,0.01,0.003,0.05,253,1 cup   halves,11,0.079,0.39,8,13,138,4,0.11,1322,66,0,0.054,2.7,0.6,2.2
APRICOTS,APRICOTS CANNED HVY SYRUP PK WITH SKIN SOL&LIQUIDS,9027,0,0.37,735,7,21.47,0,2,1.600000024,83,26,0,0.051,0.376,0.092,0.53,0,0,0.022,0.1,19.87000084,0.02,77.56,0.033,0.015,0.005,0.08,258,1 cup   halves,9,0.078,0.3,7,12,140,4,0.11,1230,62,0,0.054,3.1,0.6,2.2
APRICOTS,APRICOTS CANNED HVY SYRUP PK WITHOUT SKIN SOL&LIQUIDS,9028,0,0.29,0,0,21.45,0,0,1.600000024,83,0,0,0.051,0.416,0.092,0.51,6,0,0.023,0,0,0.019,77.66,0.037,0.017,0.006,0.09,258,1 cup  whole  WITHOUT  pits,9,0.065,0.43,8,13,134,11,0.1,1240,62,0,0.054,2.8,0,0
APRICOTS,APRICOTS DRIED SULFURED SWEETENED WITH  SUGAR,9034,0,0.98,0,0,29.26,0,0,4.099999905,113,0,0,0.088,0.853,0.191,1.17,0,0,0.027,0,0,0.005,68.45,0.064,0.029,0.01,0.15,270,1 cup   halves,15,0.138,1.52,15,38,443,3,0.24,2139,107,0,0.103,1.4,0,0
ARROWHEAD,ARROWHEAD COOKED BOILED DRND WITHOUT SALT,11006,0,2.19,0,0,16.14,0,0,0,78,0,0,0.285,1.16,0.449,4.49,0,0,0.06,0.6,0,0.144,77.08,0,0,0,0.1,12,1 medium,7,0.135,1.21,49,197,881,18,0.22,0,0,0,0.206,0.3,0,0
ARROWHEAD,ARROWHEAD COOKED BOILED DRND WITH SALT,11701,0,2.19,0,0,16.14,0,0,0,78,0,0,0.285,1.16,0.449,4.49,0,0,0.06,0.6,0,0.144,77.08,0,0,0,0.1,12,1 corm   medium,7,0.135,1.21,49,197,881,254,0.22,0,0,0,0.206,0.3,0,0
ARROWHEAD,ARROWHEAD RAW,11005,0,1.67,0,0,20.23,0,0,0,99,0,0,0.36,1.65,0.599,5.33,25,0,0.073,0.7,0,0.17,72.48,0,0,0,0.29,25,1 large,10,0.171,2.57,51,174,922,22,0.28,0,0,0,0.26,1.1,0,0
ARROWROOT,ARROWROOT RAW,11697,0,1.42,11,0,13.39,0,0,1.299999952,65,0,0,0.174,1.693,0.292,4.24,15,0,0.059,0.7,0,0.143,80.75,0.004,0.092,0.039,0.2,120,1 cup  sliced,6,0.121,2.22,25,98,454,26,0.63,19,1,0,0.266,1.9,0,0
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) COOKED BOILED DRND WITHOUT SALT,11008,0,0.74,8,0,11.95,0,34,8.600000381,53,464,0,0.225,1.11,0.24,2.89,60,0,0.089,0.2,0.99000001,0.05,84.08,0.011,0.143,0.081,0.34,120,1 artichoke   medium,21,0.127,0.61,42,73,286,60,0.4,13,1,0,0.081,7.4,0.19,14.8
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) COOKED BOILED DRND WITH SALT,11702,0,0.74,8,0,11.95,0,34,8.600000381,53,464,0,0.225,1.11,0.24,2.89,60,0,0.089,0.2,0.99000001,0.05,84.08,0.011,0.143,0.081,0.34,120,1 artichoke   medium,21,0.127,0.61,42,73,286,60,0.4,13,1,0,0.081,7.4,0.19,14.8
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) RAW,11007,0,1.13,8,0,10.51,0,34,5.400000095,47,464,0,0.256,1.046,0.338,3.27,60,0,0.066,0.2,0.99000001,0.072,84.94,0.005,0.064,0.036,0.15,128,1 artichoke   medium,44,0.231,1.28,60,90,370,94,0.49,13,1,0,0.116,11.7,0.19,14.8
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) FROZEN COOKED BOILED DRND WITHOUT SALT,11010,0,0.71,7,0,9.18,0,29,4.599999905,45,394,0,0.273,0.915,0.2,3.11,0,0,0.158,0.2,0.839999974,0.062,86.5,0.015,0.216,0.119,0.5,168,1 cup,21,0.061,0.56,31,61,264,53,0.36,11,1,0,0.087,5,0.16,12.6
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) FROZEN COOKED BOILED DRND WITH SALT,11703,0,0.71,7,0,9.18,0,29,4.599999905,45,394,0,0.273,0.915,0.2,3.11,0,0,0.158,0.2,0.839999974,0.062,86.5,0.015,0.216,0.119,0.5,168,1 cup,21,0.061,0.56,31,61,264,289,0.36,11,1,0,0.087,5,0.16,12.6
ARTICHOKES,ARTICHOKES (GLOBE OR FRENCH) FROZEN UNPREP,11009,0,0.6,0,0,7.76,0,0,3.900000095,38,0,0,0.243,0.86,0.188,2.63,0,0,0.14,0.2,0,0.058,88.59,0.012,0.179,0.099,0.43,255,1 package   (9 oz),19,0.054,0.5,27,58,248,47,0.32,154,8,0,0.082,5.3,0,0
ARUGULA,ARUGULA RAW,11959,0,1.4,1424,0,3.65,0,15,1.600000024,25,3555,0,0.321,0.305,0.437,2.58,40,0,0.086,0.3,2.049999952,0.044,91.71,0.049,0.319,0.086,0.66,2,1 leaf,160,0.076,1.46,47,52,369,27,0.47,2373,119,0,0.073,15,0.43,108.6
ASPARAGUS,ASPARAGUS COOKED BOILED DRND,11012,0,0.63,604,0,4.11,0,26,2,22,771,30,0.154,1.084,0.225,2.4,0,0,0.139,6.1,1.299999952,0.162,92.63,0,0.105,0.048,0.22,90,.5 cup,23,0.165,0.91,14,54,224,14,0.6,1006,50,0,0.079,7.7,1.5,50.6
ASPARAGUS,ASPARAGUS COOKED BOILED DRND WITH SALT,11705,0,0.63,604,0,4.11,0,26,2,22,771,30,0.154,1.084,0.225,2.4,0,0,0.139,6.1,1.299999952,0.162,92.63,0,0.105,0.048,0.22,90,.5 cup,23,0.165,0.91,14,54,224,240,0.6,1006,50,0,0.079,7.7,1.5,50.6
ASPARAGUS,ASPARAGUS CANNED REG PK SOL&LIQUIDS,11013,0,1.22,0,0,2.47,0,0,1,15,0,0,0.152,0.851,0.124,1.8,0,0,0.089,1.6,0,0.054,94.32,0.006,0.085,0.044,0.18,122,.5 cup,15,0.107,0.6,9,38,172,284,0.47,526,26,0,0.098,16.5,0,0
ASPARAGUS,ASPARAGUS CANNED NO SALT SOL&LIQUIDS,11707,0,1.22,465,0,2.48,0,0,1,15,595,23,0.152,0.851,0.124,1.8,0,0,0.089,1.6,1,0.054,94.32,0.006,0.079,0.041,0.18,122,.5 cup,15,0.107,0.6,9,38,172,26,0.47,776,39,0,0.098,16.5,0.29,39
ASPARAGUS,ASPARAGUS RAW,11011,9,0.58,449,0,3.88,0,16,2.099999905,20,710,0,0.158,0.978,0.274,2.2,47,0,0.141,2.3,1.879999995,0.143,93.22,0,0.05,0.04,0.12,134,1 cup,24,0.189,2.14,14,52,202,2,0.54,756,38,0,0.091,5.6,1.13,41.6
ASPARAGUS,ASPARAGUS FROZEN COOKED BOILED DRND WITHOUT SALT,11019,0,0.61,483,0,1.92,0,21,1.600000024,18,618,24,0.14,1.038,0.158,2.95,0,0,0.103,3.9,0.319999993,0.065,94.1,0.013,0.185,0.096,0.42,180,1 cup,18,0.105,0.56,10,49,172,3,0.41,806,40,0,0.02,24.4,1.2,80
ASPARAGUS,ASPARAGUS FROZEN COOKED BOILED DRND WITH SALT,11709,0,0.61,483,0,1.92,0,21,1.600000024,18,618,24,0.14,1.038,0.158,2.95,0,0,0.103,3.9,0.319999993,0.065,94.1,0.013,0.185,0.096,0.42,180,1 cup,18,0.105,0.56,10,49,172,240,0.41,806,40,0,0.02,24.4,1.2,80
ASPARAGUS,ASPARAGUS CANNED DRND SOL,11015,0,0.77,493,0,2.46,0,21,1.600000024,19,630,24,0.17,0.954,0.139,2.14,0,0,0.1,1.7,1.059999943,0.061,93.98,0.021,0.284,0.147,0.65,242,1 cup,16,0.096,1.83,10,43,172,287,0.4,822,41,0,0.11,18.4,1.22,41.3
ASPARAGUS,ASPARAGUS FROZEN UNPREP,11018,0,0.62,0,0,4.1,0,0,1.899999976,24,0,0,0.203,1.202,0.184,3.23,0,0,0.131,1.7,0,0.121,91.82,0.007,0.101,0.052,0.23,284,1 package   (10 oz),25,0.137,0.73,14,64,253,8,0.59,948,47,0,0.111,31.8,0,0
AVOCADOS,AVOCADOS RAW ALL COMM VAR,9037,24,1.58,62,28,8.53,0,14,6.699999809,160,271,0,0.142,1.738,1.389,2,26,0,0.13,0.4,0.660000026,0.067,73.23,9.799,1.816,2.126,14.66,150,1 cup  cubes,12,0.19,0.55,29,52,485,7,0.64,146,7,0,0.257,10,2.07,21
AVOCADOS,AVOCADOS RAW CALIFORNIA,9038,24,1.66,63,27,8.64,0,14,6.800000191,167,271,0,0.149,1.912,1.463,1.96,33,0,0.143,0.4,0.300000012,0.075,72.33,9.799,1.816,2.126,15.41,230,1 cup  pureed,13,0.17,0.61,29,54,507,8,0.68,147,7,0,0.287,8.8,1.97,21
AVOCADOS,AVOCADOS RAW FLORIDA,9039,27,1.08,53,36,7.82,0,0,5.599999905,120,0,0,0.095,0.672,0.931,2.23,33,0,0.053,0,2.420000076,0.021,78.81,5.513,1.676,1.96,10.06,230,1 cup  pureed,10,0.311,0.17,24,40,351,2,0.4,140,7,0,0.078,17.4,2.66,0
BABYFOOD,BABYFOOD CRACKERS VEG,3209,636,3.15,1825,1,66.9,0,10,4,476,359,1883,0.77,4.05,0.466,8.4,0,0,0.33,13.7,13,0.35,2,5.728,9.325,3.469,19.6,0.7,1 cracker,41,0.13,4.2,37,198,245,1074,0.9,3572,179,0,0.12,50.5,2.96,35
BABYFOOD,BABYFOOD CRL BARLEY DRY,3181,0,3.4,0,0,75.3,0,45,8.199999809,365,170,0,0,35.988,0.527,11.1,0,0,2.699,30.2,3.099999905,2.737,6.8,0.666,1.759,0.418,3.4,2.4,1 tbsp,795,0.467,47.5,115,439,395,47,3.13,0,0,0,0.374,2.2,5,2.3
BABYFOOD,BABYFOOD CRL OATMEAL WITH HONEY DRY,3193,0,4.4,0,0,69.3,0,0,0,391,0,0,0,36.292,1.54,13.5,0,0,2.842,36.4,0,2.771,5.8,0,0,0,7,2.4,1 tbsp,1154,0.529,67.23,146,733,259,47,3.7,23,1,0,0.154,0,0,0
BABYFOOD,BABYFOOD CRL HI PROT WITH APPL&ORANGE DRY,3211,0,5.2,0,0,57.6,0,0,7.099999905,374,0,0,0,23.83,0,25.4,0,0,4.33,28.3,0,3.79,5.3,1.231,3.429,0.96,6.5,2.4,1 tbsp,751,0.964,47.5,159,539,1330,104,2.7,54,3,0.3,0.351,3.1,0,0
BABYFOOD,BABYFOOD CEREAL MIXED DRY,3185,6,3.3,9,0,73.3,0,23,7.5,379,148,0,0,34.714,1.074,12.2,0,0,2.717,25.9,0.870000005,2.438,6.7,1.206,1.697,0.769,4.4,2.5,1 tbsp,733,0.334,47.5,100,392,437,39,2.4,20,1,0,0.189,2.3,3.68,1.5
BABYFOOD,BABYFOOD CRL MXD WITH BANANAS DRY,3186,49,3.1,51,0,77.1,0,29,7.800000191,391,96,0,0,20.56,0,10.7,0,0,3.56,20,6.679999828,3.78,4.5,1.223,1.734,0.846,4.6,2.5,1 tbsp,696,0.256,47.5,90,367,668,118,1.4,125,6,0.24,0.408,3.6,0.51,3.5
BABYFOOD,BABYFOOD CRL OATMEAL WITH BANANAS DRY,3190,27,3.9,28,0,73.4,0,29,5.199999809,393,157,0,0,20.11,0,12,0,0,3.71,20.5,13.75,3.6,4.7,1.429,2.186,1.267,6,2.5,1 tbsp,651,0.391,47.5,118,444,731,119,1.9,69,3,0.22,0.423,4.7,5,3
BABYFOOD,BABYFOOD CEREAL RICE DRY,3194,0,3.6,0,0,77.6,0,18,0.5,391,0,0,0,31.243,0,7.1,0,0,2.221,11.6,0.119999997,2.645,6.7,1.26,2.016,0.919,4.9,2.5,1 tbsp,850,0.331,47.5,206,590,385,32,1.98,0,0,0,0.479,2.4,5,0
BABYFOOD,BABYFOOD CRL RICE WITH BANANAS DRY,3212,11,2.5,12,0,79.9,0,26,1,404,39,0,0,23.32,0,8.7,0,0,3.8,11.6,16.70000076,3.97,4.7,0.986,1.503,0.978,4.2,2.5,1 tbsp,691,0.254,47.5,141,410,769,96,1.5,29,1,0.21,0.686,2,0.37,3.8
BABYFOOD,BABYFOOD CRL OATMEAL DRY,3189,0,3.38,0,0,69.65,0,32,9,399,185,0,3.4,28.434,0.482,13.07,0,0,3.313,29.6,3.839999914,2.805,5.9,2.57,2.47,1.37,8,3.18,1 tbsp,707,0.458,51.25,138,610,420,5,5.39,0,0,0,0.563,0,4.95,4.1
BABYFOOD,BABYFOOD OATMEAL CRL WITH FRUIT DRY INST TODD,3205,12,2.95,41,13,74.15,0,32,7.800000191,402,32,0,2.8,9.6,0,10.5,0,0,0.86,20.5,11.09000015,0.75,5.4,3.008,2.29,1.572,7.05,5.3,1 tbsp,286,0.34,14.3,107,429,346,200,5.7,89,4,0,0.38,2.7,2.48,7.5
BABYFOOD,BABYFOOD COOKIE BABY FRUIT,3206,810,1.2,1002,2,73.7,4,12,3.400000095,435,175,0,0.22,3.6,0.389,6.8,0,0,0.42,20.5,24.20000076,0.44,5.7,4.865,4.334,2.7,12.6,8,1 cookie,83,0.04,2.9,30,189,425,9,0.8,2348,117,0.22,0.21,1.5,1.48,3.2
BABYFOOD,BABYFOOD MEAT CHICK STKS JR,3014,0,1.2,0,0,1.5,78,43,0.200000003,188,0,0,0,2.005,0.726,14.6,0,3,0.197,10.3,1.399999976,0.017,68.3,6.267,2.986,4.094,14.4,10,1 stick,73,0.045,1.56,14,121,106,479,1.01,11,3,0.4,0.103,1.7,0.37,0.4
BABYFOOD,BABYFOOD MEAT TURKEY STKS JR,3017,0,0.9,0,0,1.4,65,53,0.5,182,0,0,0,1.752,0.57,13.7,0,6,0.155,10.1,1.399999976,0.01,69.8,4.671,3.615,4.143,14.2,10,1 stick,72,0.04,1.24,16,103,91,483,1.83,19,6,1,0.076,1.5,0.37,0.4
BABYFOOD,BABYFOOD MEAT MEAT STKS JR,3021,0,1.4,0,0,1.1,70,57,0.200000003,184,0,0,0,1.481,0.481,13.4,0,21,0.172,13.3,0.800000012,0.059,69.5,6.48,1.59,5.82,14.6,10,1 stick,34,0.068,1.38,11,103,114,547,1.9,69,21,0.29,0.08,2.4,0.28,0.5
BABYFOOD,BABYFOOD MEAT BF STR,3002,0,0.57,0,0,2.43,51,38,0,81,0,0,0.037,2.495,0.083,12.03,0,0,0.135,2.9,0,0.013,82.44,0.95,0.16,1.18,2.52,14.66,1 tbsp,5,0.148,0.98,11,93,187,46,2.22,0,0,1.26,0.039,2.1,0.37,0.6
BABYFOOD,BABYFOOD MEAT HAM STR,3008,0,0.7,0,0,3.7,24,45,0,97,0,0,0,2.633,0.51,11.3,0,2,0.154,14.2,0,0.139,80.5,1.803,0.51,1.267,3.8,15,1 tbsp,6,0.065,1.03,13,81,204,41,2.25,5,2,0.1,0.252,2.1,0.13,0
BABYFOOD,BABYFOOD MEAT CHICK STR,3012,0,0.49,0,0,0.1,61,43,0,130,0,0,0,3.255,0.68,13.7,0,6,0.152,11,0,0.014,77.5,3.56,1.92,2.03,7.9,15,1 tbsp,64,0.045,1.4,13,97,141,47,1.21,21,6,0.4,0.2,1.7,0.25,1
BABYFOOD,BABYFOOD MEAT CHICK JR,3013,0,0.49,0,0,0,59,43,0,146,0,0,0,3.42,0.726,14,0,11,0.163,10.3,0,0.014,76,4.33,2.33,2.47,9.6,15,1 tbsp,55,0.045,0.99,11,90,122,51,1.01,40,11,0.4,0.188,1.5,0.4,1.7
